id,value,feed_id,created_at,lat,lon,ele;;;;;;
0DK156VWE9DK34EJ4R13HNYFXW,822,675748,2017-05-14 14:51:30 UTC,,,;;;;;;
0DK156YY42XSC8Y9VDAN42HZE3,822,675748,2017-05-14 14:51:40 UTC,,,;;;;;;
0DK1571ZRX4EHHF6TQASFARCS9,824,675748,2017-05-14 14:51:50 UTC,,,;;;;;;
0DK15751D54JVYJ1Y3RNYRPNNX,850,675748,2017-05-14 14:52:00 UTC,,,;;;;;;
0DK157833VAPN214HARG14RH3K,850,675748,2017-05-14 14:52:10 UTC,,,;;;;;;
0DK157B4RQF6WGPX27D4SKGMK4,818,675748,2017-05-14 14:52:20 UTC,,,;;;;;;
0DK157E6CCGX1ZNFEWQG906AGR,846,675748,2017-05-14 14:52:30 UTC,,,;;;;;;
0DK157H829QFQ952HPXCHTZ973,820,675748,2017-05-14 14:52:40 UTC,,,;;;;;;
0DK157M9S3GGN0ZTJ8G12EM932,820,675748,2017-05-14 14:52:50 UTC,,,;;;;;;
0DK157QBCEY0R08D5GWVS2H005,849,675748,2017-05-14 14:53:00 UTC,,,;;;;;;
0DK157TD1YDY8C6BWZ07EJDKXS,852,675748,2017-05-14 14:53:10 UTC,,,;;;;;;
0DK157XEN6B47MEHPK1HRN0D5D,846,675748,2017-05-14 14:53:20 UTC,,,;;;;;;
0DK1580GAX6G65M8AM4QF2FM9V,851,675748,2017-05-14 14:53:30 UTC,,,;;;;;;
0DK1583HZTJ53SGESYKPTGTNJY,852,675748,2017-05-14 14:53:40 UTC,,,;;;;;;
0DK1586KMKXYNPMSJCSZ443CVS,844,675748,2017-05-14 14:53:50 UTC,,,;;;;;;
0DK1589N9AVBGC7WAGAEVR0R28,826,675748,2017-05-14 14:54:00 UTC,,,;;;;;;
0DK158CPYCPRS8FRFZ2RX4G5CX,823,675748,2017-05-14 14:54:10 UTC,,,;;;;;;
0DK158FRKKZ8K0DFPJDJM9YESH,823,675748,2017-05-14 14:54:20 UTC,,,;;;;;;
0DK158JT8Z1WVWDTDCV4VR9SZQ,849,675748,2017-05-14 14:54:30 UTC,,,;;;;;;
0DK158NVXZQP920VHY5BXEWRXB,821,675748,2017-05-14 14:54:40 UTC,,,;;;;;;
0DK158RXJQK3P1E4P5ETRZB07P,821,675748,2017-05-14 14:54:50 UTC,,,;;;;;;
0DK158VZ7FZ5S2S7JTFMY6WAGV,847,675748,2017-05-14 14:55:00 UTC,,,;;;;;;
0DK158Z0WGEHZW9364XA2JGV97,819,675748,2017-05-14 14:55:10 UTC,,,;;;;;;
0DK15922J8HR69YKYBV40HSZXK,845,675748,2017-05-14 14:55:20 UTC,,,;;;;;;
0DK159546QMY12RWRS05X229VT,821,675748,2017-05-14 14:55:30 UTC,,,;;;;;;
0DK15985YAYWR8GKNAVE089A88,841,675748,2017-05-14 14:55:40 UTC,,,;;;;;;
0DK159B7H1VBJ2J0SC8ECZWH7P,821,675748,2017-05-14 14:55:50 UTC,,,;;;;;;
0DK159E957QQC9FQ0RJN814F85,820,675748,2017-05-14 14:56:00 UTC,,,;;;;;;
0DK159HAVAN6QZ2MGCF2ZTDN2T,817,675748,2017-05-14 14:56:10 UTC,,,;;;;;;
0DK159MCF14BDZWK4TGQMZAV52,842,675748,2017-05-14 14:56:20 UTC,,,;;;;;;
0DK159QE487PYJJY02W1D1MBZG,827,675748,2017-05-14 14:56:30 UTC,,,;;;;;;
0DK159TFSB1E5EEBSSF24TF5PC,817,675748,2017-05-14 14:56:40 UTC,,,;;;;;;
0DK159XHS0FWNVKX6C01H68NHN,839,675748,2017-05-14 14:56:50 UTC,,,;;;;;;
0DK15A0K36W4DBN3B81PHJJ1MB,845,675748,2017-05-14 14:57:00 UTC,,,;;;;;;
0DK15A3MRHQV3847TDHT1K8V3N,817,675748,2017-05-14 14:57:10 UTC,,,;;;;;;
0DK15A6PEHMB8C7RM7STJFDXYM,847,675748,2017-05-14 14:57:20 UTC,,,;;;;;;
0DK15A9R344V79N2VMXNH5XRH4,847,675748,2017-05-14 14:57:30 UTC,,,;;;;;;
0DK15ACSRFDM1SN21Z13RW7G50,846,675748,2017-05-14 14:57:40 UTC,,,;;;;;;
0DK15AFVCET5HDNQYAZZZX6F73,821,675748,2017-05-14 14:57:50 UTC,,,;;;;;;
0DK15AJX12YFFSJY4M0GE9A3A8,846,675748,2017-05-14 14:58:00 UTC,,,;;;;;;
0DK15ANYPNDQXAA1HZ6NET9KJB,814,675748,2017-05-14 14:58:10 UTC,,,;;;;;;
0DK15AS0BHY4KK41ZJPY9S0GZ5,814,675748,2017-05-14 14:58:20 UTC,,,;;;;;;
0DK15AW20KGJ6YEVHPMZP7KTEF,850,675748,2017-05-14 14:58:30 UTC,,,;;;;;;
0DK15AZ3N8Y24Z15S2NS2VMRA5,843,675748,2017-05-14 14:58:40 UTC,,,;;;;;;
0DK15B25AHZWN8EJ1ASYCGNFTZ,842,675748,2017-05-14 14:58:50 UTC,,,;;;;;;
0DK15B56ZEJWC3PPSTMMBAHBD7,844,675748,2017-05-14 14:59:00 UTC,,,;;;;;;
0DK15B88N1Z69SDCYPBZ0FX0VW,819,675748,2017-05-14 14:59:10 UTC,,,;;;;;;
0DK15BBA9GDQKM9B4Z31QJ18YS,846,675748,2017-05-14 14:59:20 UTC,,,;;;;;;
0DK15BEBYC6QXMWP02ASNMQYQB,820,675748,2017-05-14 14:59:30 UTC,,,;;;;;;
0DK15BHDKH12SB46V7S4EWHYP8,817,675748,2017-05-14 14:59:40 UTC,,,;;;;;;
0DK15BMF95F2MWSNFM936NTSCY,818,675748,2017-05-14 14:59:50 UTC,,,;;;;;;
0DK15BQGXTAHXTSMF4HHSPW0PE,841,675748,2017-05-14 15:00:00 UTC,,,;;;;;;
0DK15BTJKH4K1VBTRSYC647HDB,819,675748,2017-05-14 15:00:10 UTC,,,;;;;;;
0DK15BXM7D0GA1TV9V39HJ8EEV,814,675748,2017-05-14 15:00:20 UTC,,,;;;;;;
0DK15C0NWHP7ZSXGPCVC3JDKSE,815,675748,2017-05-14 15:00:30 UTC,,,;;;;;;
0DK15C3QHEWB34AAVAKSHEH3B2,818,675748,2017-05-14 15:00:40 UTC,,,;;;;;;
0DK15C6S6XZ7MBB9GJ4QXPW6N7,819,675748,2017-05-14 15:00:50 UTC,,,;;;;;;
0DK15C9TWEM7H4RW4T51MPJCGT,843,675748,2017-05-14 15:01:00 UTC,,,;;;;;;
0DK15CCWG3DH68M7WP8WZT8V2S,838,675748,2017-05-14 15:01:10 UTC,,,;;;;;;
0DK15CFY5DBY47WMQRHBDQYV3M,843,675748,2017-05-14 15:01:20 UTC,,,;;;;;;
0DK15CJZTQMK0R0E5JWQEWF04R,843,675748,2017-05-14 15:01:30 UTC,,,;;;;;;
0DK15CP1GJNKAHV00WA6YMKXBW,843,675748,2017-05-14 15:01:40 UTC,,,;;;;;;
0DK15CS34TY99RCQ2WCZBAKYB7,842,675748,2017-05-14 15:01:50 UTC,,,;;;;;;
0DK15CW4SJXDVB1XRQJBCQ67M5,841,675748,2017-05-14 15:02:00 UTC,,,;;;;;;
0DK15CZ6EHR1MZ1J4D2F11R1J7,840,675748,2017-05-14 15:02:10 UTC,,,;;;;;;
0DK15D283ZW6AC44KB458T34CM,815,675748,2017-05-14 15:02:20 UTC,,,;;;;;;
0DK15D59RC108VKJRAPW6HJ3DB,813,675748,2017-05-14 15:02:30 UTC,,,;;;;;;
0DK15D8BDCR15TRM6SCMP73D7T,817,675748,2017-05-14 15:02:40 UTC,,,;;;;;;
0DK15DBD2D2MDWPK3BEY1FP70R,840,675748,2017-05-14 15:02:50 UTC,,,;;;;;;
0DK15DEERVZV3ACN517348V5G1,839,675748,2017-05-14 15:03:00 UTC,,,;;;;;;
0DK15DHGCMSFQHWKKE6B2ESCBN,839,675748,2017-05-14 15:03:10 UTC,,,;;;;;;
0DK15DMJ1EXZQ69DAW741XK2CK,836,675748,2017-05-14 15:03:20 UTC,,,;;;;;;
0DK15DQKPF5KDRKPA4EW751ERZ,843,675748,2017-05-14 15:03:30 UTC,,,;;;;;;
0DK15DTNB7BH2XHJ3MGXPPQRJ8,813,675748,2017-05-14 15:03:40 UTC,,,;;;;;;
0DK15DXQ0GXH7V4RJNV1A8WASW,840,675748,2017-05-14 15:03:50 UTC,,,;;;;;;
0DK15E0RNEK856GP15C6V9XENA,838,675748,2017-05-14 15:04:00 UTC,,,;;;;;;
0DK15E3TB11M73HMD5X3GEZCK8,815,675748,2017-05-14 15:04:10 UTC,,,;;;;;;
0DK15E6VZT82P5G7E2HH5HZPQH,844,675748,2017-05-14 15:04:20 UTC,,,;;;;;;
0DK15E9XMVWZGCQ7CAC75T1ZYG,839,675748,2017-05-14 15:04:30 UTC,,,;;;;;;
0DK15ECZ96BJGEY2V8W8ZQSTTZ,839,675748,2017-05-14 15:04:40 UTC,,,;;;;;;
0DK15EG0YN311XR1GAXXD0RP4M,841,675748,2017-05-14 15:04:50 UTC,,,;;;;;;
0DK15EK2KQZX25JYD5K8AW147J,842,675748,2017-05-14 15:05:00 UTC,,,;;;;;;
0DK15EP48S2AEYEPZG3M0JNS9V,844,675748,2017-05-14 15:05:10 UTC,,,;;;;;;
0DK15ES5XX4DR3HJDFHJMZS801,842,675748,2017-05-14 15:05:20 UTC,,,;;;;;;
0DK15EW7JWR453CJ423TEVVVEZ,832,675748,2017-05-14 15:05:30 UTC,,,;;;;;;
0DK15EZ97A0THCK21F7E0ZRN2Z,814,675748,2017-05-14 15:05:40 UTC,,,;;;;;;
0DK15F2AWMTWM7P2KS6HPYN5HS,838,675748,2017-05-14 15:05:50 UTC,,,;;;;;;
0DK15F5CJ2P1P4FVKX1AF0S298,812,675748,2017-05-14 15:06:00 UTC,,,;;;;;;
0DK15F8E7M8JV20JC0NQN1FTBA,812,675748,2017-05-14 15:06:10 UTC,,,;;;;;;
0DK15FBFVVVTCTTT1XWTZB5S6B,837,675748,2017-05-14 15:06:20 UTC,,,;;;;;;
0DK15FEHGY8DR02XZ58N2JGMY6,814,675748,2017-05-14 15:06:30 UTC,,,;;;;;;
0DK15FHK5KXZ9XFBW2MQDQHXGV,838,675748,2017-05-14 15:06:40 UTC,,,;;;;;;
0DK15FMMV1HC19989T8A15W8SY,807,675748,2017-05-14 15:06:50 UTC,,,;;;;;;
0DK15FQPGY2J4T9CSVDFPX3N03,812,675748,2017-05-14 15:07:00 UTC,,,;;;;;;
0DK15FTR5BK1RDTNAPE577J32X,810,675748,2017-05-14 15:07:10 UTC,,,;;;;;;
0DK15FXSSZWSF66S7FDYQ6953V,838,675748,2017-05-14 15:07:20 UTC,,,;;;;;;
0DK15G0VEQGWPEBKTTQ20F2SP7,836,675748,2017-05-14 15:07:30 UTC,,,;;;;;;
0DK15G3X3JCQJRH5H7FTEKNSQ4,830,675748,2017-05-14 15:07:40 UTC,,,;;;;;;
0DK15G6YS8FSJM27X9B14K8EF2,841,675748,2017-05-14 15:07:50 UTC,,,;;;;;;
0DK15GA0DHEFAYKQBVQCB21VBG,836,675748,2017-05-14 15:08:00 UTC,,,;;;;;;
0DK15GD247BVA1REEE9XZDVZBQ,837,675748,2017-05-14 15:08:10 UTC,,,;;;;;;
0DK15GG3RJ0N0E0RSDGY1WZ235,811,675748,2017-05-14 15:08:20 UTC,,,;;;;;;
0DK15GK5C9B0Z32K6SSS8G9M7D,810,675748,2017-05-14 15:08:30 UTC,,,;;;;;;
0DK15GP73D2K2FKHMAKPVSPVNN,808,675748,2017-05-14 15:08:40 UTC,,,;;;;;;
0DK15GS8QYY592NZMCV0P1HXSB,809,675748,2017-05-14 15:08:50 UTC,,,;;;;;;
0DK15GWACP781DSDNY87K4PAJM,831,675748,2017-05-14 15:09:00 UTC,,,;;;;;;
0DK15GZC08F5M1KQYB2C47HM7C,839,675748,2017-05-14 15:09:10 UTC,,,;;;;;;
0DK15H2DP31BTDZD33CW5C0WSB,838,675748,2017-05-14 15:09:20 UTC,,,;;;;;;
0DK15H5FC2WN309CSY1BQWJ8AN,835,675748,2017-05-14 15:09:30 UTC,,,;;;;;;
0DK15H8GZ7ZPQ0EYEEC9GDGFAD,807,675748,2017-05-14 15:09:40 UTC,,,;;;;;;
0DK15HBJMVVX2FHX54KM7KDXJ1,827,675748,2017-05-14 15:09:50 UTC,,,;;;;;;
0DK15HEM9NKMKAKD07D52BEPP3,834,675748,2017-05-14 15:10:00 UTC,,,;;;;;;
0DK15HHNYHBT6J46SRTKSCT43Q,807,675748,2017-05-14 15:10:10 UTC,,,;;;;;;
0DK15HMQMFK9BD6Y73BN78GVD1,808,675748,2017-05-14 15:10:20 UTC,,,;;;;;;
0DK15HQS8EXMSARWXEF4VS4TJ2,835,675748,2017-05-14 15:10:30 UTC,,,;;;;;;
0DK15HTTXDXABCJ7Q2P9P2TBDT,811,675748,2017-05-14 15:10:40 UTC,,,;;;;;;
0DK15HXWKRRHFYA40XMT8QBBBY,838,675748,2017-05-14 15:10:50 UTC,,,;;;;;;
0DK15J0Y7K0SSH1T3M0D97TVY0,835,675748,2017-05-14 15:11:00 UTC,,,;;;;;;
0DK15J3ZWCA78JZM3Y233BDW02,840,675748,2017-05-14 15:11:10 UTC,,,;;;;;;
0DK15J71HWE8YD38VYH7QK2XF2,810,675748,2017-05-14 15:11:20 UTC,,,;;;;;;
0DK15JA38Z3F9MB3CPZ4JTESNP,808,675748,2017-05-14 15:11:30 UTC,,,;;;;;;
0DK15JD4WDQ8S8J8MGBWE1V34Z,830,675748,2017-05-14 15:11:40 UTC,,,;;;;;;
0DK15JG6GJTECKPR68D05AXJA8,833,675748,2017-05-14 15:11:50 UTC,,,;;;;;;
0DK15JK86REMHT808KQ2KKSQAA,825,675748,2017-05-14 15:12:00 UTC,,,;;;;;;
0DK15JP9TFS3KMEJHE0QBQYG6H,806,675748,2017-05-14 15:12:10 UTC,,,;;;;;;
0DK15JSBFV9C0F00JK3ARMN6M4,828,675748,2017-05-14 15:12:20 UTC,,,;;;;;;
0DK15JWD4HBB730AW0W93J2RAQ,833,675748,2017-05-14 15:12:30 UTC,,,;;;;;;
0DK15JZESB70H6S2AJSPHQD241,804,675748,2017-05-14 15:12:40 UTC,,,;;;;;;
0DK15K2GF64TB134AD7TTE9YZW,805,675748,2017-05-14 15:12:50 UTC,,,;;;;;;
0DK15K5J3G9B639RYEW488DP9Y,833,675748,2017-05-14 15:13:00 UTC,,,;;;;;;
0DK15K8KSY5AWEGMN33Q8FQYSK,807,675748,2017-05-14 15:13:10 UTC,,,;;;;;;
0DK15KBNE6HHJJMDMCEZSRQ921,804,675748,2017-05-14 15:13:20 UTC,,,;;;;;;
0DK15KEQ2E791CW9B1ZK8ERQKR,831,675748,2017-05-14 15:13:30 UTC,,,;;;;;;
0DK15KHRQHKGCHKBR65Z514B0H,809,675748,2017-05-14 15:13:40 UTC,,,;;;;;;
0DK15KMTCX0MFHSNM53ZWNGCC8,829,675748,2017-05-14 15:13:50 UTC,,,;;;;;;
0DK15KQW1B6EWXT5SMQH9M9Z6M,832,675748,2017-05-14 15:14:00 UTC,,,;;;;;;
0DK15KTXPK9G5NDZ0WP4FBB24F,831,675748,2017-05-14 15:14:10 UTC,,,;;;;;;
0DK15KXZBZC5RS1MF7KE3BS0J5,806,675748,2017-05-14 15:14:20 UTC,,,;;;;;;
0DK15M111RXEF16TNZFMCTXF53,804,675748,2017-05-14 15:14:30 UTC,,,;;;;;;
0DK15M42NW5C5WV934SFFRJ662,830,675748,2017-05-14 15:14:40 UTC,,,;;;;;;
0DK15M74AZ6KRKPJHPA3BNNBZP,833,675748,2017-05-14 15:14:50 UTC,,,;;;;;;
0DK15MA628T50DB35JXC26F0WB,826,675748,2017-05-14 15:15:00 UTC,,,;;;;;;
0DK15MD7MWSRM341HG07V31QVZ,826,675748,2017-05-14 15:15:10 UTC,,,;;;;;;
0DK15MG9A1DBEEG51MNN6BKJFB,805,675748,2017-05-14 15:15:20 UTC,,,;;;;;;
0DK15MKAZRHS28P5HJ6FFG9XZN,807,675748,2017-05-14 15:15:30 UTC,,,;;;;;;
0DK15MPCKY1C3CA8RDGZJC8NY5,803,675748,2017-05-14 15:15:40 UTC,,,;;;;;;
0DK15MSE8HWCNFZQ6CX8QK4515,806,675748,2017-05-14 15:15:50 UTC,,,;;;;;;
0DK15MWFXC7TRZMT382CX0NWK6,804,675748,2017-05-14 15:16:00 UTC,,,;;;;;;
0DK15MZHM70D99X8D28XJGX5QR,800,675748,2017-05-14 15:16:10 UTC,,,;;;;;;
0DK15N2NEHBBFQSWQ1QRC4S57E,826,675748,2017-05-14 15:16:21 UTC,,,;;;;;;
0DK15N5MWRGD8HBT1G0WP085DT,803,675748,2017-05-14 15:16:30 UTC,,,;;;;;;
0DK15N8PHBHYEQ8BFYAHAF7D7N,805,675748,2017-05-14 15:16:40 UTC,,,;;;;;;
0DK15NBR7PGR3YSPF455JX2VVP,832,675748,2017-05-14 15:16:50 UTC,,,;;;;;;
0DK15NESX1QTJ2YQP4Y8FSFBR4,803,675748,2017-05-14 15:17:00 UTC,,,;;;;;;
0DK15NHVGHK7MQFFG8YCW35VWW,807,675748,2017-05-14 15:17:10 UTC,,,;;;;;;
0DK15NMX6BRKQSWC54TS7KCS0K,803,675748,2017-05-14 15:17:20 UTC,,,;;;;;;
0DK15NQYVQ1C0T9EWA0BMFPDAG,800,675748,2017-05-14 15:17:30 UTC,,,;;;;;;
0DK15NV0FQ7VST8YDDEVGND743,829,675748,2017-05-14 15:17:40 UTC,,,;;;;;;
0DK15NY250EHB04RE3R6F4R9YC,827,675748,2017-05-14 15:17:50 UTC,,,;;;;;;
0DK15P13SVGG7RJ9Y02K1ENKC9,801,675748,2017-05-14 15:18:00 UTC,,,;;;;;;
0DK15P45ET254SCMJTMKVV347X,830,675748,2017-05-14 15:18:10 UTC,,,;;;;;;
0DK15P775W06B7BAW3GVP1X7QA,831,675748,2017-05-14 15:18:20 UTC,,,;;;;;;
0DK15PA8SD2PJH9WQB752XEFT8,833,675748,2017-05-14 15:18:30 UTC,,,;;;;;;
0DK15PDADNBF545NEZEJ79J912,830,675748,2017-05-14 15:18:40 UTC,,,;;;;;;
0DK15PGC3HJ99VNYFP3DPM1ZP4,830,675748,2017-05-14 15:18:50 UTC,,,;;;;;;
0DK15PKDQHJ0BCNS58896SCE1V,803,675748,2017-05-14 15:19:00 UTC,,,;;;;;;
0DK15PPFCFYEK84DWXB564HMGH,830,675748,2017-05-14 15:19:10 UTC,,,;;;;;;
0DK15PSH49XT5YT4THA9GPW44S,830,675748,2017-05-14 15:19:20 UTC,,,;;;;;;
0DK15PWJQ08MNRW4N9CMJNKCHP,834,675748,2017-05-14 15:19:30 UTC,,,;;;;;;
0DK15PZMBZMMRXF415QS2QA3HA,831,675748,2017-05-14 15:19:40 UTC,,,;;;;;;
0DK15Q2P179PA8V63G14SKVJEF,831,675748,2017-05-14 15:19:50 UTC,,,;;;;;;
0DK15Q5QSG71XE98QN042XPT1T,824,675748,2017-05-14 15:20:00 UTC,,,;;;;;;
0DK15Q8SARXPSAPT6H5Q57QJ97,803,675748,2017-05-14 15:20:10 UTC,,,;;;;;;
0DK15QBV0JP7AKVTRTTES6AEVY,801,675748,2017-05-14 15:20:20 UTC,,,;;;;;;
0DK15QEXV59DG9CDGXDED4W1T6,824,675748,2017-05-14 15:20:31 UTC,,,;;;;;;
0DK15QHYD350N4HBKQZ329SFBJ,805,675748,2017-05-14 15:20:40 UTC,,,;;;;;;
0DK15QMZYG7BK8PQ4NST1PV4B3,830,675748,2017-05-14 15:20:50 UTC,,,;;;;;;
0DK15QR1KWQ6JTSRTX4CBDHVCN,798,675748,2017-05-14 15:21:00 UTC,,,;;;;;;
0DK15QV38WXYCYNCG6D3BQVKJ6,800,675748,2017-05-14 15:21:10 UTC,,,;;;;;;
0DK15QY4Y4P40QEYHHMTDJZH5T,828,675748,2017-05-14 15:21:20 UTC,,,;;;;;;
0DK15R16JS15N1P608GS5ES2HN,801,675748,2017-05-14 15:21:30 UTC,,,;;;;;;
0DK15R488P353NWRW0Q3BZH8DY,799,675748,2017-05-14 15:21:40 UTC,,,;;;;;;
0DK15R79XFSEBWMKP65GXJKVE4,828,675748,2017-05-14 15:21:50 UTC,,,;;;;;;
0DK15RABHZJ7NEK44J2MQVK8CJ,804,675748,2017-05-14 15:22:00 UTC,,,;;;;;;
0DK15RDD71ZQX64QZWSEMBAAPJ,803,675748,2017-05-14 15:22:10 UTC,,,;;;;;;
0DK15RGEW19CV4B96RDS6NSNC2,799,675748,2017-05-14 15:22:20 UTC,,,;;;;;;
0DK15RKGH2CYF72W7R8R5GMNPJ,799,675748,2017-05-14 15:22:30 UTC,,,;;;;;;
0DK15RPJ6ME9G0YHGTQRY8VD3X,799,675748,2017-05-14 15:22:40 UTC,,,;;;;;;
0DK15RSKV16X4AD5YTTP5AG4EN,829,675748,2017-05-14 15:22:50 UTC,,,;;;;;;
0DK15RWNGDK600VXM4CRZB373P,804,675748,2017-05-14 15:23:00 UTC,,,;;;;;;
0DK15RZQ4Z2S3QPFY7Q8SJCWZ4,825,675748,2017-05-14 15:23:10 UTC,,,;;;;;;
0DK15S2RT85E3X3MTR8Q0DTQBT,821,675748,2017-05-14 15:23:20 UTC,,,;;;;;;
0DK15S5TF5YS0KECM8HQ9PGVN0,801,675748,2017-05-14 15:23:30 UTC,,,;;;;;;
0DK15S8W3F65D792B3SK5KXCVW,828,675748,2017-05-14 15:23:40 UTC,,,;;;;;;
0DK15SBXRWKEFBZE4RF3YPPVQP,829,675748,2017-05-14 15:23:50 UTC,,,;;;;;;
0DK15SEZEZ3K9TW4H6B6K20DJH,829,675748,2017-05-14 15:24:00 UTC,,,;;;;;;
0DK15SJ13ZJM7JQXPHBMRVMPGW,823,675748,2017-05-14 15:24:10 UTC,,,;;;;;;
0DK15SN2R457K5SDZ7SN8KYQWJ,824,675748,2017-05-14 15:24:20 UTC,,,;;;;;;
