id,value,feed_id,created_at,lat,lon,ele
0DK2DXZCM5HTXZQFKFW9EK6HKK,844,676192,2017-05-16 04:48:51 UTC,,,
0DK2DY2FG3MD7RJ82F7HZZSZ9F,849,676192,2017-05-16 04:49:02 UTC,,,
0DK2DY5FYQMQJDYNMWRTE8QFH5,842,676192,2017-05-16 04:49:11 UTC,,,
0DK2DY8HKPV6HDVDDYVFXTM3FQ,846,676192,2017-05-16 04:49:21 UTC,,,
0DK2DYBK7WFPYXK51DV81NMQ4K,842,676192,2017-05-16 04:49:31 UTC,,,
0DK2DYEMXW94Y9QKP5JMDEDHS8,843,676192,2017-05-16 04:49:41 UTC,,,
0DK2DYHPHM99SN8ZAAHBCB3CZS,842,676192,2017-05-16 04:49:51 UTC,,,
0DK2DYMR8JSMBHZR0V2G1X3MZQ,843,676192,2017-05-16 04:50:01 UTC,,,
0DK2DYQSX36VZM8A6V9W2XTWWS,843,676192,2017-05-16 04:50:11 UTC,,,
0DK2DYTVH8YQ0AYS6EMZBVW8RD,843,676192,2017-05-16 04:50:21 UTC,,,
0DK2DYXX6FMW1GY0P7DA1RWCS4,842,676192,2017-05-16 04:50:31 UTC,,,
0DK2DZ0YTWE2Z0MH4AHKFYS9PD,842,676192,2017-05-16 04:50:41 UTC,,,
0DK2DZ40FY2FDSGNVJ259H3WBA,842,676192,2017-05-16 04:50:51 UTC,,,
0DK2DZ725ANCMG7BT3DF9PMZ05,841,676192,2017-05-16 04:51:01 UTC,,,
0DK2DZA3SA5SSX8NSVXSDJX033,842,676192,2017-05-16 04:51:11 UTC,,,
0DK2DZD5F6QZGA52VACPJS79ST,849,676192,2017-05-16 04:51:21 UTC,,,
0DK2DZG73RAR5Y2KB0289RVBT2,843,676192,2017-05-16 04:51:31 UTC,,,
0DK2DZK8RNQ114R29E0PQ4498N,847,676192,2017-05-16 04:51:41 UTC,,,
0DK2DZPAEA9Q58FQ6G1HX24YNK,840,676192,2017-05-16 04:51:51 UTC,,,
0DK2DZSC364KEMM6Z5BDPHNJ41,841,676192,2017-05-16 04:52:01 UTC,,,
0DK2DZWDR1E5N99NANE6XQ9XFG,837,676192,2017-05-16 04:52:11 UTC,,,
0DK2DZZFCSXE7716Z7NNZZRDYH,839,676192,2017-05-16 04:52:21 UTC,,,
0DK2E02H1WFM5ETZR6G2W4WFB3,841,676192,2017-05-16 04:52:31 UTC,,,
0DK2E05JQ45ZYYFBR9RAGRRN6Y,841,676192,2017-05-16 04:52:41 UTC,,,
0DK2E08MBX8SE4BZ1D6WT94H2F,840,676192,2017-05-16 04:52:51 UTC,,,
0DK2E0BP4KN6VR4Z037TCXY7ER,839,676192,2017-05-16 04:53:01 UTC,,,
0DK2E0EQP4VPVNZ1EEMREYS2CY,839,676192,2017-05-16 04:53:11 UTC,,,
0DK2E0HSAS26WTZNBPWC7ZBPHP,839,676192,2017-05-16 04:53:21 UTC,,,
0DK2E0MTZR2XZP8V3SVG2AMT8T,840,676192,2017-05-16 04:53:31 UTC,,,
0DK2E0QWMXK16J234C0SDTT992,839,676192,2017-05-16 04:53:41 UTC,,,
0DK2E0TY9JXTGVBNCKQRRM22D0,840,676192,2017-05-16 04:53:51 UTC,,,
0DK2E0XZYVVPATHQFNTNXM6KMD,840,676192,2017-05-16 04:54:01 UTC,,,
0DK2E111MDMX03MAVTC0JCHGJT,838,676192,2017-05-16 04:54:11 UTC,,,
0DK2E14391VYE3FK9KZHTQKZMS,838,676192,2017-05-16 04:54:21 UTC,,,
0DK2E174XQESH45P1K2BC92ABM,840,676192,2017-05-16 04:54:31 UTC,,,
0DK2E1A6JJQE63B15MY14MBH8X,840,676192,2017-05-16 04:54:41 UTC,,,
0DK2E1D87VMHK35AXKN5HVWDWB,838,676192,2017-05-16 04:54:51 UTC,,,
0DK2E1G9YZJP1BG8TGE7FX4NE2,839,676192,2017-05-16 04:55:01 UTC,,,
0DK2E1KBJ68K7DR4ND9PYBNRCM,839,676192,2017-05-16 04:55:11 UTC,,,
0DK2E1PD6Q9QSNB38M75V89MCX,839,676192,2017-05-16 04:55:21 UTC,,,
0DK2E1SEWJYFPQRNNB0DFGT0FS,837,676192,2017-05-16 04:55:31 UTC,,,
0DK2E1WGJ0PTVFRN3Q1HD5XNWH,840,676192,2017-05-16 04:55:41 UTC,,,
0DK2E1ZJ5Y245TD2BYFCDVHHVQ,835,676192,2017-05-16 04:55:51 UTC,,,
0DK2E22KVCVETYJ2WWKZFCX299,845,676192,2017-05-16 04:56:01 UTC,,,
0DK2E25NG5YBBZWEB2Z4EZ53YN,837,676192,2017-05-16 04:56:11 UTC,,,
0DK2E28Q4NM08Q6AJ54NAGFG01,837,676192,2017-05-16 04:56:21 UTC,,,
0DK2E2BRV4N0MGM3AR3MVE2C4X,836,676192,2017-05-16 04:56:31 UTC,,,
0DK2E2ETFDY8WVJFEMDJ1JP792,836,676192,2017-05-16 04:56:41 UTC,,,
0DK2E2HW3V4TJFSA7VEVE1W46T,839,676192,2017-05-16 04:56:51 UTC,,,
0DK2E2MXSMWTQ5TT0YHBCP43QA,836,676192,2017-05-16 04:57:01 UTC,,,
0DK2E2QZDMZ1PDYFWCMWE3Z069,836,676192,2017-05-16 04:57:11 UTC,,,
0DK2E2V12S85G2CC6VX190D33H,836,676192,2017-05-16 04:57:21 UTC,,,
0DK2E2Y2S3K8WC9D1VA86RN3Y6,837,676192,2017-05-16 04:57:31 UTC,,,
0DK2E314C92CHSD300AQTDE9KW,836,676192,2017-05-16 04:57:41 UTC,,,
0DK2E3461E2H7FR5TXFFRD0MQT,835,676192,2017-05-16 04:57:51 UTC,,,
0DK2E377Q3T8RMP74G4S5Q89D3,836,676192,2017-05-16 04:58:01 UTC,,,
0DK2E3A9GY20KD2YFAP98Z72AW,844,676192,2017-05-16 04:58:11 UTC,,,
0DK2E3DB0D6V7FJR16ENWWQCSE,838,676192,2017-05-16 04:58:21 UTC,,,
0DK2E3GCNMATV4PWREYNQMH788,835,676192,2017-05-16 04:58:31 UTC,,,
0DK2E3KEBPY41FZAJR0M3XHQY8,838,676192,2017-05-16 04:58:41 UTC,,,
0DK2E3PFZMG0SMBSDZSKAKBCQY,835,676192,2017-05-16 04:58:51 UTC,,,
0DK2E3SHMD0WPBVFQYE609ZC7B,836,676192,2017-05-16 04:59:01 UTC,,,
0DK2E3WK9T2WKWAVD6Y1R1E2FR,835,676192,2017-05-16 04:59:11 UTC,,,
0DK2E3ZMYJA8XZQSC5WXARGVM6,838,676192,2017-05-16 04:59:21 UTC,,,
0DK2E42PMFAH01419F7ENZ05N7,838,676192,2017-05-16 04:59:31 UTC,,,
0DK2E45R8PY4GXYP71V59N9PHR,834,676192,2017-05-16 04:59:41 UTC,,,
0DK2E48SYY3K88G5XYCK5GGQRC,834,676192,2017-05-16 04:59:51 UTC,,,
0DK2E4BVKA2RB9N1NWPS5D493A,836,676192,2017-05-16 05:00:01 UTC,,,
0DK2E4EX80TJN2SY3JBJQBRW5H,835,676192,2017-05-16 05:00:11 UTC,,,
0DK2E4HYY6MJ8T5615B5VDEWZ5,834,676192,2017-05-16 05:00:21 UTC,,,
0DK2E4N0J26SE5K0MP62SW636Q,834,676192,2017-05-16 05:00:31 UTC,,,
0DK2E4R270056A4XT6GH7WTDTH,833,676192,2017-05-16 05:00:41 UTC,,,
0DK2E4V40ES1RBQSDK3Z5S12MS,835,676192,2017-05-16 05:00:51 UTC,,,
0DK2E4Y5KA3038W4R0MHA7WV9T,833,676192,2017-05-16 05:01:01 UTC,,,
0DK2E5175ZM0RRHG085Z576V02,834,676192,2017-05-16 05:01:11 UTC,,,
0DK2E548WM0ME9D1HB9CTAKF42,833,676192,2017-05-16 05:01:21 UTC,,,
0DK2E57AG072BF8V1DWG063RXM,833,676192,2017-05-16 05:01:31 UTC,,,
0DK2E5AC66WMZJS2N2P45NKG52,834,676192,2017-05-16 05:01:41 UTC,,,
0DK2E5DDSNMVP58WJKD40N3FR3,833,676192,2017-05-16 05:01:51 UTC,,,
0DK2E5GFF7ZP1FQZSR6ARWJ5KQ,832,676192,2017-05-16 05:02:01 UTC,,,
0DK2E5KH4R0RT6AB5B3HA7FSVX,833,676192,2017-05-16 05:02:11 UTC,,,
0DK2E5PJSV963QTRH0WJW3MQAC,832,676192,2017-05-16 05:02:21 UTC,,,
0DK2E5SMDD4SAX8VP2K1MTX6WG,832,676192,2017-05-16 05:02:31 UTC,,,
0DK2E5WP4J30A4Q1Z3B6MX6FW7,832,676192,2017-05-16 05:02:41 UTC,,,
0DK2E5ZRJHX1FJZEG8M3HXNPBC,835,676192,2017-05-16 05:02:51 UTC,,,
0DK2E62SDCYSMJNEX63VDCF5VD,832,676192,2017-05-16 05:03:01 UTC,,,
0DK2E65V1XAR12Z7BBEN597Y67,832,676192,2017-05-16 05:03:11 UTC,,,
0DK2E68WQ5VX1XH03239HXAJED,832,676192,2017-05-16 05:03:21 UTC,,,
0DK2E6BYBY39VSD1BYJ18G7909,833,676192,2017-05-16 05:03:31 UTC,,,
0DK2E6F0204A0B65S25FBAVRGH,833,676192,2017-05-16 05:03:41 UTC,,,
0DK2E6J1NTXT6YNZZDHF8PV2KP,834,676192,2017-05-16 05:03:51 UTC,,,
0DK2E6N3BNGC32YHH4KWDFNDEN,831,676192,2017-05-16 05:04:01 UTC,,,
0DK2E6R4ZF8HQR4ZPMPTNKD497,831,676192,2017-05-16 05:04:11 UTC,,,
0DK2E6V6PHYW61EHQ8C7HQ90VF,831,676192,2017-05-16 05:04:21 UTC,,,
0DK2E6Y8A19DZ6JCQSEWVHJ1TQ,831,676192,2017-05-16 05:04:31 UTC,,,
0DK2E719YT70471KG8CNDZ51PD,831,676192,2017-05-16 05:04:41 UTC,,,
0DK2E74BKYSJ3E6P7H9RSG59YQ,833,676192,2017-05-16 05:04:51 UTC,,,
0DK2E77D8QGPQP26K02F5K7RS9,833,676192,2017-05-16 05:05:01 UTC,,,
0DK2E7AEZACJ2TCN8PVGRHP5X6,839,676192,2017-05-16 05:05:11 UTC,,,
0DK2E7DGJV4V1Q0YB2V886BHZR,832,676192,2017-05-16 05:05:21 UTC,,,
0DK2E7GJ7SZVYFZ5CTFCTTJH2E,832,676192,2017-05-16 05:05:31 UTC,,,
0DK2E7KKY1WQVNZBGJYFADS4Y6,830,676192,2017-05-16 05:05:41 UTC,,,
0DK2E7PNHF1YQEVSAAD1MVAJS8,833,676192,2017-05-16 05:05:51 UTC,,,
0DK2E7SQ8BYDCZ14M4JG7VSVRJ,831,676192,2017-05-16 05:06:01 UTC,,,
0DK2E7WRWB51189NF1F4XTKKHZ,831,676192,2017-05-16 05:06:11 UTC,,,
0DK2E7ZTHSRT27SY8NXBMPA70P,828,676192,2017-05-16 05:06:21 UTC,,,
0DK2E82W5F65ZHWDS7YM38KVFS,830,676192,2017-05-16 05:06:31 UTC,,,
0DK2E85XTH6CS6ZQ88PE8HCJXM,831,676192,2017-05-16 05:06:41 UTC,,,
0DK2E88ZFM1ZWYA51YJ2HBHZ44,831,676192,2017-05-16 05:06:51 UTC,,,
0DK2E8C15ZRQ3G0NJP5VSA95AX,831,676192,2017-05-16 05:07:01 UTC,,,
0DK2E8F2T37QDXY2RM12QCD928,829,676192,2017-05-16 05:07:11 UTC,,,
0DK2E8J4EVPK0KXZVX9JX93XWA,832,676192,2017-05-16 05:07:21 UTC,,,
0DK2E8N63WJ46MMBS6GRJ2J8H7,832,676192,2017-05-16 05:07:31 UTC,,,
0DK2E8R7T2ASQ7ZAKV29A1H5JF,830,676192,2017-05-16 05:07:41 UTC,,,
0DK2E8V9E94FPFTQ1QGHTBQ0CD,830,676192,2017-05-16 05:07:51 UTC,,,
0DK2E8YB2SGWKTGQPZC5A4BXNK,829,676192,2017-05-16 05:08:01 UTC,,,
0DK2E91CR372FDRP7K0T69P0RD,828,676192,2017-05-16 05:08:11 UTC,,,
0DK2E94ECXG6QBSC76AQM3SF2Z,828,676192,2017-05-16 05:08:21 UTC,,,
0DK2E97G262881DBXN33G23HG1,828,676192,2017-05-16 05:08:31 UTC,,,
0DK2E9AHQN4BX6DQZKCM8B2FQE,830,676192,2017-05-16 05:08:41 UTC,,,
0DK2E9DKBCZ9D2155HF5E3CQME,830,676192,2017-05-16 05:08:51 UTC,,,
0DK2E9GN0K3XD0RQYSXEDGXVMA,830,676192,2017-05-16 05:09:01 UTC,,,
0DK2E9KPRECYGRYN5W7A2WJJSM,831,676192,2017-05-16 05:09:11 UTC,,,
0DK2E9PRCVSSQBF8SSZHCM5B51,829,676192,2017-05-16 05:09:21 UTC,,,
0DK2E9SSZNDBJPQSH4DWVP31RM,828,676192,2017-05-16 05:09:31 UTC,,,
0DK2E9WVNENAPDWCV1YWT6GT57,830,676192,2017-05-16 05:09:41 UTC,,,
0DK2E9ZXB0PN41SPYRDKDWVBY3,839,676192,2017-05-16 05:09:51 UTC,,,
0DK2EA2YZWC0B5DCJ06RP6ZZGH,830,676192,2017-05-16 05:10:01 UTC,,,
0DK2EA60PQ770DN1EAFHNV8H6M,829,676192,2017-05-16 05:10:11 UTC,,,
0DK2EA929MEP4SX2R69ZK8JYXB,827,676192,2017-05-16 05:10:21 UTC,,,
0DK2EAC3XRVGNN443WGP6T102Q,827,676192,2017-05-16 05:10:31 UTC,,,
0DK2EAF5JW6VKSSXRQ40CW77MW,829,676192,2017-05-16 05:10:41 UTC,,,
0DK2EAJ77PFVEHJMGGNNW2Y90T,829,676192,2017-05-16 05:10:51 UTC,,,
0DK2EAN8YWX78K3RHE4S9T69EH,829,676192,2017-05-16 05:11:01 UTC,,,
0DK2EARAKRMFDW97V6PAZ9DDFC,831,676192,2017-05-16 05:11:11 UTC,,,
0DK2EAVC7KX2Z40X66PHT20BSX,826,676192,2017-05-16 05:11:21 UTC,,,
0DK2EAYDVRR6SSD1DRH9P5PY25,826,676192,2017-05-16 05:11:31 UTC,,,
0DK2EB1FJHTD7Y9CEARSD6NZ8C,827,676192,2017-05-16 05:11:41 UTC,,,
0DK2EB4H6QHN4G3G35ARNG1YJK,828,676192,2017-05-16 05:11:51 UTC,,,
0DK2EB7JTXME4E44XCEHP90ZQP,835,676192,2017-05-16 05:12:01 UTC,,,
0DK2EBAMFRR9JQP4XXMZW4T5DE,833,676192,2017-05-16 05:12:11 UTC,,,
0DK2EBDP61PS09RRSC5NBS4211,826,676192,2017-05-16 05:12:21 UTC,,,
0DK2EBGQTZ57Y11RBPQRRCVB2K,835,676192,2017-05-16 05:12:31 UTC,,,
0DK2EBKSF4MFMKGF422DTYZMMC,825,676192,2017-05-16 05:12:41 UTC,,,
0DK2EBPV3NRPQ401CVD3TFX3KG,825,676192,2017-05-16 05:12:51 UTC,,,
0DK2EBSWRFNAPBRA7SDFZ7HYFA,825,676192,2017-05-16 05:13:01 UTC,,,
0DK2EBWYE7BD5EF2Q749TXJX98,827,676192,2017-05-16 05:13:11 UTC,,,
0DK2EC003A7XC1FV7TEX1F76KA,825,676192,2017-05-16 05:13:21 UTC,,,
0DK2EC31R6FBMZT2KDMF88VVYS,827,676192,2017-05-16 05:13:31 UTC,,,
0DK2EC63D4XRK0MCZWCWDTGFTN,829,676192,2017-05-16 05:13:41 UTC,,,
0DK2EC9521R9S6Z4X8N4E1DRXA,825,676192,2017-05-16 05:13:51 UTC,,,
0DK2ECC6QGF6QGWACKVV0G3KAM,824,676192,2017-05-16 05:14:01 UTC,,,
0DK2ECF8CZJMY48T18XH2H29KF,825,676192,2017-05-16 05:14:11 UTC,,,
0DK2ECJA13DF1J0PVXV911NZ7Y,832,676192,2017-05-16 05:14:21 UTC,,,
0DK2ECNBPR2W4MR6HXPK6SYBGH,826,676192,2017-05-16 05:14:31 UTC,,,
0DK2ECRDB2Z47ZKB2N4HVSS7G4,827,676192,2017-05-16 05:14:41 UTC,,,
0DK2ECVEZHJNJNFG7TA40XDVDA,831,676192,2017-05-16 05:14:51 UTC,,,
0DK2ECYGNK97V9DT0RNY9NM5JM,824,676192,2017-05-16 05:15:01 UTC,,,
0DK2ED1JB34MWK0963JXQYFXYH,826,676192,2017-05-16 05:15:11 UTC,,,
0DK2ED4KYY6W469P3CRSRZ4JFQ,826,676192,2017-05-16 05:15:21 UTC,,,
0DK2ED7NMF4772WJR1Z16HPSQN,825,676192,2017-05-16 05:15:31 UTC,,,
0DK2EDAQ8XNFS8N35BY62WDVE0,827,676192,2017-05-16 05:15:41 UTC,,,
0DK2EDDRYP9DVM79NXCSWJZ45V,825,676192,2017-05-16 05:15:51 UTC,,,
0DK2EDGTK5D1V06K14RYBY7RCF,823,676192,2017-05-16 05:16:01 UTC,,,
0DK2EDKW8DQB0CT2ENQ7VDXPN0,823,676192,2017-05-16 05:16:11 UTC,,,
0DK2EDPXWZDDG5DSDRYB9ZSW07,826,676192,2017-05-16 05:16:21 UTC,,,
0DK2EDSZJG04AQX6HC2QN118K0,825,676192,2017-05-16 05:16:31 UTC,,,
0DK2EDX17MG5G521PDTZ0KD3D0,823,676192,2017-05-16 05:16:41 UTC,,,
0DK2EE02VVZ2FJ55MGE5EMJ925,826,676192,2017-05-16 05:16:51 UTC,,,
0DK2EE34HTNFZV725ATYBMFVAQ,823,676192,2017-05-16 05:17:01 UTC,,,
0DK2EE6661NSQB0FAJK4BKCN0P,826,676192,2017-05-16 05:17:11 UTC,,,
0DK2EE97V0SB297TFX4ZJ8AW7Z,824,676192,2017-05-16 05:17:21 UTC,,,
0DK2EEC9G3XF0FX5FJ9ZNC8A4T,823,676192,2017-05-16 05:17:31 UTC,,,
0DK2EEFB5XQ1QAFB3ZR1B9CDFF,822,676192,2017-05-16 05:17:41 UTC,,,
0DK2EEJCSXMTT0AD8VB5C8RG5R,822,676192,2017-05-16 05:17:51 UTC,,,
0DK2EENEFX37KHT451FMCQG77Y,824,676192,2017-05-16 05:18:01 UTC,,,
0DK2EERG4CVNS6JFACY8VCRA5E,822,676192,2017-05-16 05:18:11 UTC,,,
0DK2EEVHRT4Q96FQMAYEB52956,823,676192,2017-05-16 05:18:21 UTC,,,
0DK2EEYKF67VKYDM5YT7FC8WBN,823,676192,2017-05-16 05:18:31 UTC,,,
0DK2EF1N3QWH0QW9Q90MB70M8H,822,676192,2017-05-16 05:18:41 UTC,,,
0DK2EF4PRD8BHB746JHNQN8TNG,825,676192,2017-05-16 05:18:51 UTC,,,
0DK2EF7RDYNSHTA53WZC4CZJDR,823,676192,2017-05-16 05:19:01 UTC,,,
0DK2EFAT39R1MZGR9VTRR6DX89,821,676192,2017-05-16 05:19:11 UTC,,,
0DK2EFDVQNSQS336MSY428CEG3,824,676192,2017-05-16 05:19:21 UTC,,,
0DK2EFGXCWD98RDCXHNV9QH5KX,823,676192,2017-05-16 05:19:31 UTC,,,
0DK2EFKZ263YA4HKNGT2HWEDR3,823,676192,2017-05-16 05:19:41 UTC,,,
0DK2EFQ0P536PKMAE37X0GSQTK,821,676192,2017-05-16 05:19:51 UTC,,,
0DK2EFT2BMSQX1CQ7GXCV4M2Z7,824,676192,2017-05-16 05:20:01 UTC,,,
0DK2EFX40K4PBHR4V0BEVZJ1TA,822,676192,2017-05-16 05:20:11 UTC,,,
0DK2EG05MX30KP9TD0MHE37H6Z,820,676192,2017-05-16 05:20:21 UTC,,,
0DK2EG37BDERC74SRTPWJBJB5B,821,676192,2017-05-16 05:20:31 UTC,,,
0DK2EG68Z2Z6R0S0HWMK8REHJQ,825,676192,2017-05-16 05:20:41 UTC,,,
0DK2EG9AN2727K513K6YWH1X4Y,824,676192,2017-05-16 05:20:51 UTC,,,
0DK2EGCC9A6SYFCFEZ1QTH1593,822,676192,2017-05-16 05:21:01 UTC,,,
0DK2EGFDYFW4NN55X2XJAQMPX4,828,676192,2017-05-16 05:21:11 UTC,,,
0DK2EGJFM04B5M48KCCRPNFR4K,821,676192,2017-05-16 05:21:21 UTC,,,
0DK2EGNH7WZBE39AJTXRRYMQ9R,820,676192,2017-05-16 05:21:31 UTC,,,
0DK2EGRJY3Z12ADBKK59S1Y4QE,822,676192,2017-05-16 05:21:41 UTC,,,
0DK2EGVMHW6KY524W2SEVZFMKN,822,676192,2017-05-16 05:21:51 UTC,,,
0DK2EGYP9FEKN2CNEPFX13HQ6M,820,676192,2017-05-16 05:22:01 UTC,,,
0DK2EH1QVXGASEA9KW9M2VM409,819,676192,2017-05-16 05:22:11 UTC,,,
0DK2EH4SGPCNXWE34Y3PXC92HP,821,676192,2017-05-16 05:22:21 UTC,,,
0DK2EH7V6Y1V20Q92EB0W8EZG2,821,676192,2017-05-16 05:22:31 UTC,,,
0DK2EHAWYJVNNRWZ7E7SDCA2G0,819,676192,2017-05-16 05:22:41 UTC,,,
0DK2EHDYFKZDK92G535RGR3P9N,818,676192,2017-05-16 05:22:51 UTC,,,
0DK2EHH08SZAGFWZ4SMZMW5ZHH,821,676192,2017-05-16 05:23:01 UTC,,,
0DK2EHM1TMR68SX2STQFP6MH6Z,822,676192,2017-05-16 05:23:11 UTC,,,
0DK2EHQ3EVE2BT70ZRFZCN4K5Z,819,676192,2017-05-16 05:23:21 UTC,,,
0DK2EHT53T8Y4YRXJVT7QW3YGJ,826,676192,2017-05-16 05:23:31 UTC,,,
0DK2EHX6RSXVMGSMZEWJJC1032,820,676192,2017-05-16 05:23:41 UTC,,,
0DK2EJ08E0JRHCHDZKHD23ZTRV,820,676192,2017-05-16 05:23:51 UTC,,,
0DK2EJ3A3RBD2VENEKA8JY4A4R,820,676192,2017-05-16 05:24:01 UTC,,,
0DK2EJ6BSQ0NM67YWK461ZSC60,820,676192,2017-05-16 05:24:11 UTC,,,
0DK2EJ9DDJ3EJNK9HK0A5VXK35,818,676192,2017-05-16 05:24:21 UTC,,,
0DK2EJCF2CS6DG2KQTG144VYG1,820,676192,2017-05-16 05:24:31 UTC,,,
0DK2EJFGQ8CWCCCDF3Z7B29FST,820,676192,2017-05-16 05:24:41 UTC,,,
0DK2EJJJBR9GP5X1BM2NM8S14R,819,676192,2017-05-16 05:24:51 UTC,,,
0DK2EJNM0Q6RFEAK0TZPPW0VMM,821,676192,2017-05-16 05:25:01 UTC,,,
0DK2EJRNNXY5CWAYH8N73GXC75,817,676192,2017-05-16 05:25:11 UTC,,,
0DK2EJVQCC64DARWNMFZ8Y5BNS,818,676192,2017-05-16 05:25:21 UTC,,,
0DK2EJYS05SX1F2PSZ2NGEXK8Z,820,676192,2017-05-16 05:25:31 UTC,,,
0DK2EK1TNA0QE6FZ8Z94Q5XFH0,825,676192,2017-05-16 05:25:41 UTC,,,
0DK2EK4WAXATCPTWJ5W4CM3Q67,817,676192,2017-05-16 05:25:51 UTC,,,
0DK2EK7XZMPWH5Y8V98SPEZEDS,819,676192,2017-05-16 05:26:01 UTC,,,
0DK2EKAZM6Q60GAZAVQMHKH6KE,818,676192,2017-05-16 05:26:11 UTC,,,
0DK2EKE19GKB12PGXRZJSVNB60,819,676192,2017-05-16 05:26:21 UTC,,,
